"","estimate","pval","fdr","Symbol","EntrezGeneId","significant"
"ENSG00000198796.6",-0.64236647654657,1.81764091194925e-05,0.0229056797058965,"ALPK2","115701",TRUE
"ENSG00000203499.10",0.666614702057047,6.65198511547313e-06,0.0229056797058965,NA,NA,TRUE
"ENSG00000213853.9",0.653320070352292,1.16702484265506e-05,0.0229056797058965,"EMP2","2013",TRUE
"ENSG00000215045.8",0.644376646092481,1.67787707577122e-05,0.0229056797058965,"GRID2IP","392862",TRUE
"ENSG00000241484.9",0.66904038122215,5.9854066973495e-06,0.0229056797058965,"ARHGAP8","23779",TRUE
"ENSG00000258976.1",-0.654682547309845,1.10307867255906e-05,0.0229056797058965,NA,NA,TRUE
"ENSG00000271601.3",-0.681408867426102,3.44035594020424e-06,0.0229056797058965,"LIX1L","128077",TRUE
"ENSG00000273045.5",0.649233287314698,1.37964082377364e-05,0.0229056797058965,"C2orf15","150590",TRUE
"ENSG00000274173.1",0.650236960495819,1.32438658187538e-05,0.0229056797058965,NA,NA,TRUE
"ENSG00000282685.1",0.653760185006993,1.14600839010763e-05,0.0229056797058965,NA,NA,TRUE
"ENSG00000064195.7",0.638530471286564,2.11412360168142e-05,0.0252461266462217,"DLX3","1747",TRUE
"ENSG00000205629.11",0.638314715592488,2.1320372748326e-05,0.0252461266462217,"LCMT1","51451",TRUE
"ENSG00000254973.1",0.636278256923744,2.30804724554905e-05,0.0266295389507617,NA,NA,TRUE
"ENSG00000006625.17",0.633270946344888,2.59219349582998e-05,0.0284917004468859,"GGCT","79017",TRUE
"ENSG00000146904.8",0.633231895579729,2.59608355739788e-05,0.0284917004468859,"EPHA1","2041",TRUE
"ENSG00000151150.20",0.632507724413411,2.66919010813495e-05,0.0285965588799401,"ANK3","288",TRUE
"ENSG00000117385.15",-0.630031081053754,2.93357105100125e-05,0.0288618396207589,"P3H1","64175",TRUE
"ENSG00000224652.1",0.629879331863831,2.950518084661e-05,0.0288618396207589,NA,NA,TRUE
"ENSG00000257084.1",0.631327532750139,2.79234899494495e-05,0.0288618396207589,NA,NA,TRUE
"ENSG00000270010.1",0.630108635530546,2.92494410002842e-05,0.0288618396207589,NA,NA,TRUE
"ENSG00000128591.15",-0.627493576964285,3.22890450041164e-05,0.0297695596974648,"FLNC","2318",TRUE
"ENSG00000137642.12",0.625042249510467,3.53957629604761e-05,0.0297695596974648,"SORL1","6653",TRUE
"ENSG00000137747.14",0.625593945123756,3.46738322314782e-05,0.0297695596974648,"TMPRSS13","84000",TRUE
"ENSG00000140025.15",0.62414649123946,3.65970104269974e-05,0.0297695596974648,"EFCAB11","90141",TRUE
"ENSG00000147676.13",0.624011034439573,3.67818473384068e-05,0.0297695596974648,"MAL2","114569",TRUE
"ENSG00000162078.11",0.627604898250075,3.21540242875764e-05,0.0297695596974648,"ZG16B","124220",TRUE
"ENSG00000170561.12",0.626389933663987,3.3655755981163e-05,0.0297695596974648,"IRX2","153572",TRUE
"ENSG00000175707.8",0.623816315901735,3.70490331146083e-05,0.0297695596974648,"KDF1","126695",TRUE
"ENSG00000189143.9",0.625237737931257,3.51384081613302e-05,0.0297695596974648,"CLDN4","1364",TRUE
"ENSG00000233834.6",0.627077184354236,3.27986587845276e-05,0.0297695596974648,NA,NA,TRUE
"ENSG00000149418.10",0.622579117552141,3.87882002237005e-05,0.0303631709198065,"ST14","6768",TRUE
"ENSG00000182173.12",0.62233681133577,3.9137362787492e-05,0.0303631709198065,"TSEN54","283989",TRUE
"ENSG00000274671.4",0.620945851120093,4.1197457255416e-05,0.0314196946461348,"MARVELD2","153562",TRUE
"ENSG00000154222.14",-0.618866948354327,4.44600388051845e-05,0.0333428061019481,"CC2D1B","200014",TRUE
"ENSG00000130545.15",0.616434000722402,4.8574426896613e-05,0.0339436210701558,"CRB3","92359",TRUE
"ENSG00000136237.18",0.615694930858034,4.98908566076748e-05,0.0339436210701558,"RAPGEF5","9771",TRUE
"ENSG00000166741.7",-0.617775193037472,4.62655745724939e-05,0.0339436210701558,"NNMT","4837",TRUE
"ENSG00000169862.18",0.615336063592997,5.05416497033233e-05,0.0339436210701558,"CTNND2","1501",TRUE
"ENSG00000186854.10",-0.616170265214825,4.90405375965214e-05,0.0339436210701558,"TRABD2A","129293",TRUE
"ENSG00000214530.7",0.616402895624708,4.86291907383643e-05,0.0339436210701558,"STARD10","10809",TRUE
"ENSG00000254024.1",0.617392366755543,4.69142503202104e-05,0.0339436210701558,NA,NA,TRUE
"ENSG00000263325.1",0.614574257809274,5.19487041876031e-05,0.034375527093082,NA,NA,TRUE
"ENSG00000135766.8",-0.613448451824032,5.4093055431261e-05,0.0349384137936262,"EGLN1","54583",TRUE
"ENSG00000136732.14",-0.613315111716319,5.43522671634516e-05,0.0349384137936262,"GYPC","2995",TRUE
"ENSG00000237330.2",0.612270022994871,5.64231725721571e-05,0.0353172178161277,"RNF223","401934",TRUE
"ENSG00000267105.1",0.612226315866023,5.65113159268661e-05,0.0353172178161277,NA,NA,TRUE
"ENSG00000134317.17",0.611720207197966,5.75410901302411e-05,0.0354681703094584,"GRHL1","29841",TRUE
"ENSG00000130224.14",-0.609509249524585,6.2241746819416e-05,0.0378471875896387,"LRCH2","57631",TRUE
"ENSG00000132128.16",-0.608446902171108,6.46216145483745e-05,0.0378481376534349,"LRRC41","10489",TRUE
"ENSG00000164111.14",-0.608383293821819,6.47666866527654e-05,0.0378481376534349,"ANXA5","308",TRUE
"ENSG00000166147.13",-0.608438377046986,6.46410408047364e-05,0.0378481376534349,"FBN1","2200",TRUE
"ENSG00000052344.15",0.60781417247753,6.60778514313964e-05,0.0381192959084429,"PRSS8","5652",TRUE
"ENSG00000262560.1",0.607221171808306,6.7469517451127e-05,0.0384294414778273,"RP11-296A16.1",NA,TRUE
"ENSG00000253313.5",0.605213572744624,7.23799358264359e-05,0.0407109996547767,"C1orf210","149466",TRUE
"ENSG00000198668.10",0.604351651404028,7.45854711863968e-05,0.0414336104564728,"CALM1","801",TRUE
"ENSG00000198959.11",-0.603293648867033,7.73756724185313e-05,0.0424594284367884,"TGM2","7052",TRUE
"ENSG00000279013.1",0.602922911050997,7.83754818512268e-05,0.0424898982754175,NA,NA,TRUE
"ENSG00000197585.9",0.601315037040882,8.28480459896041e-05,0.0433478316906304,NA,NA,TRUE
"ENSG00000256196.1",0.601562406068635,8.21452840348003e-05,0.0433478316906304,NA,NA,TRUE
"ENSG00000265975.1",0.601732892619195,8.16640791820753e-05,0.0433478316906304,NA,NA,TRUE
"ENSG00000116954.7",-0.599196364078803,8.90931219185974e-05,0.0455559455337628,"RRAGC","64121",TRUE
"ENSG00000140832.9",0.599201870695335,8.90763542681285e-05,0.0455559455337628,"MARVELD3","91862",TRUE
"ENSG00000072840.12",-0.598766180740936,9.04118684491232e-05,0.0457108184787101,"EVC","2121",TRUE
"ENSG00000173890.16",0.5979098271777,9.30896256322963e-05,0.0460302624678729,"GPR160","26996",TRUE
"ENSG00000179627.9",0.598180786629003,9.22347164539512e-05,0.0460302624678729,"ZBTB42","100128927",TRUE
"ENSG00000254864.1",0.597527126098943,9.43092749206362e-05,0.0461264613435203,NA,NA,TRUE
"ENSG00000067182.7",-0.596869534392899,9.64386983829268e-05,0.0466607753885651,"TNFRSF1A","7132",TRUE
"ENSG00000163930.9",-0.596477083212711,9.77301118849913e-05,0.0467825728137123,"BAP1","8314",TRUE
"ENSG00000126878.12",0.595797147054816,0.00010000450605335,0.0468739870716938,"AIF1L","83543",TRUE
"ENSG00000230309.1",-0.596013699881663,9.92750068866181e-05,0.0468739870716938,NA,NA,TRUE
"ENSG00000100100.12",0.595007312910914,0.000102706368695563,0.0471325778476451,"PIK3IP1","113791",TRUE
"ENSG00000162520.14",-0.594557614404198,0.000104273937476042,0.0471325778476451,"SYNC","81493",TRUE
"ENSG00000205744.9",0.594423372181741,0.000104746044953319,0.0471325778476451,"DENND1C","79958",TRUE
"ENSG00000276776.4",0.594878115705412,0.000103154536993869,0.0471325778476451,"TC2N","123036",TRUE
"ENSG00000135549.14",0.592328522837031,0.000112367292887144,0.04863226912751,"PKIB","5570",TRUE
"ENSG00000146374.13",-0.592650660351068,0.000111163732747025,0.04863226912751,"RSPO3","84870",TRUE
"ENSG00000151418.11",-0.592319260647709,0.000112402071010535,0.04863226912751,"ATP6V1G3","127124",TRUE
"ENSG00000263014.5",-0.592319260647709,0.000112402071010535,0.04863226912751,"ATP6V1G3","127124",TRUE
"ENSG00000255693.1",0.591722597169149,0.000114662999648149,0.0491380094777883,NA,NA,TRUE
"ENSG00000104369.4",0.59133057071111,0.000116170724022484,0.04917654188379,"JPH1","56704",TRUE
"ENSG00000267257.1",-0.591132650898563,0.000116938684391527,0.04917654188379,NA,NA,TRUE
"ENSG00000248405.9",0.589728434998867,0.000122519940109621,0.0510465717140059,"PRR5-ARHGAP8","23779",FALSE
"ENSG00000162407.8",-0.589426656640291,0.000123750275511631,0.0510861573137326,"PPAP2B","8613",FALSE
"ENSG00000234362.5",-0.588794863952103,0.000126362166822818,0.0516901674593305,NA,NA,FALSE
"ENSG00000133328.3",0.588178156275434,0.000128959469950335,0.0522773808050021,"HRASLS2","54979",FALSE
"ENSG00000157350.12",-0.587825326490688,0.000130466959265924,0.0524162657686497,"ST3GAL2","6483",FALSE
"ENSG00000124839.12",0.587016460379053,0.000133982944333156,0.052424613444861,"RAB17","64284",FALSE
"ENSG00000144452.14",0.587244323815696,0.000132983936491736,0.052424613444861,"ABCA12","26154",FALSE
"ENSG00000223573.6",0.587492154964876,0.000131905002806887,0.052424613444861,NA,NA,FALSE
"ENSG00000126062.3",-0.586338062813719,0.000136997326878805,0.0527708832376624,"TMEM115","11070",FALSE
"ENSG00000136274.8",-0.586289942654809,0.000137213443980854,0.0527708832376624,"NACAD","23148",FALSE
"ENSG00000109062.9",0.585890156760698,0.000139020860528866,0.0528913715239057,"SLC9A3R1","9368",FALSE
"ENSG00000136828.18",0.585702280597952,0.000139877618760024,0.0528913715239057,"RALGPS1","9649",FALSE
"ENSG00000074370.17",0.58539242781461,0.000141301003592165,0.0529843438219722,"ATP2A3","489",FALSE
"ENSG00000135374.9",0.584776451420083,0.000144169417018343,0.0536131508890443,"ELF5","2001",FALSE
"ENSG00000103449.11",-0.583741661259515,0.00014910624223752,0.0540754594465855,"SALL1","6299",FALSE
"ENSG00000143217.8",0.58351255476672,0.000150219624215463,0.0540754594465855,"PVRL4","81607",FALSE
"ENSG00000183742.12",0.583720312917497,0.000149209673604895,0.0540754594465855,"MACC1","346389",FALSE
"ENSG00000229821.1",-0.58422248986525,0.000146793677523082,0.0540754594465855,NA,NA,FALSE
"ENSG00000162069.14",0.582748549571909,0.000153986694963497,0.0541637917758627,"CCDC64B","146439",FALSE
"ENSG00000169554.16",-0.58270119512005,0.00015422295704434,0.0541637917758627,"ZEB2","9839",FALSE
"ENSG00000171433.11",0.58307980642639,0.000152343061795956,0.0541637917758627,"GLOD5","392465",FALSE
"ENSG00000253266.1",0.582490147930171,0.000155279888416701,0.0541637917758627,NA,NA,FALSE
"ENSG00000167306.18",0.582060360751118,0.000157452440985903,0.054499134515713,"MYO5B","4645",FALSE
"ENSG00000049283.17",0.580866172028774,0.000163633228705711,0.0545369499413909,"EPN3","55040",FALSE
"ENSG00000108604.15",0.580441586328081,0.000165882777679395,0.0545369499413909,"SMARCD2","6603",FALSE
"ENSG00000117595.10",0.581212132637089,0.000161820571369447,0.0545369499413909,"IRF6","3664",FALSE
"ENSG00000128886.11",0.579762960978144,0.000169536053648791,0.0545369499413909,"ELL3","80237",FALSE
"ENSG00000134013.15",-0.580353064853542,0.000166355271301768,0.0545369499413909,"LOXL2","4017",FALSE
"ENSG00000143641.9",-0.580820284143092,0.00016387502395622,0.0545369499413909,"GALNT2","2590",FALSE
"ENSG00000146955.10",0.579975316709646,0.000168385171021119,0.0545369499413909,"RAB19","401409",FALSE
"ENSG00000184785.5",-0.579736156767819,0.000169681823050308,0.0545369499413909,"SMIM10","644538",FALSE
"ENSG00000255571.6",0.580900255940665,0.000163453839311387,0.0545369499413909,NA,NA,FALSE
"ENSG00000272901.5",0.581265556688328,0.000161542271492617,0.0545369499413909,"SMDT1","91689",FALSE
"ENSG00000118513.18",0.579461604062633,0.000171181422815988,0.0546287268258938,"MYB","4602",FALSE
"ENSG00000125898.12",0.578081218017162,0.000178903070768251,0.0551376813380751,"FAM110A","83541",FALSE
"ENSG00000166145.14",0.578873118078873,0.000174435913746381,0.0551376813380751,"SPINT1","6692",FALSE
"ENSG00000182752.9",-0.578641358383293,0.000175732793827376,0.0551376813380751,"PAPPA","5069",FALSE
"ENSG00000184012.11",0.578282880263736,0.000177755833828715,0.0551376813380751,"TMPRSS2","7113",FALSE
"ENSG00000241852.9",-0.578107489027056,0.000178753241662136,0.0551376813380751,"C8orf58","541565",FALSE
"ENSG00000186493.11",0.577793873949709,0.000180549236116221,0.0552664896430039,"C5orf38","153571",FALSE
"ENSG00000130340.14",-0.577281063130313,0.000183520922840681,0.0557965605747441,"SNX9","51429",FALSE
"ENSG00000114853.13",-0.576632729580704,0.000187340802146946,0.0563724220587789,"ZBTB47","92999",FALSE
"ENSG00000161642.17",0.576325893142838,0.00018917340557983,0.0563724220587789,"ZNF385A","25946",FALSE
"ENSG00000267259.1",0.576351679555152,0.000189018777006435,0.0563724220587789,NA,NA,FALSE
"ENSG00000100644.16",-0.575936804622926,0.000191520409954697,0.056668405851606,"HIF1A","3091",FALSE
"ENSG00000127084.17",0.57533465400718,0.000195204189323709,0.056668405851606,"FGD3","89846",FALSE
"ENSG00000176387.6",0.57549280608162,0.000194230552353893,0.056668405851606,"HSD11B2","3291",FALSE
"ENSG00000203635.2",0.575663614066945,0.000193183901137426,0.056668405851606,NA,NA,FALSE
"ENSG00000164330.16",-0.574962174498481,0.000197514633636161,0.056693157455322,"EBF1","1879",FALSE
"ENSG00000181392.14",0.574802627375708,0.000198511772714714,0.056693157455322,"SYNE4","163183",FALSE
"ENSG00000275234.1",0.574713742164535,0.000199069246348443,0.056693157455322,NA,NA,FALSE
"ENSG00000027644.4",-0.571206196852803,0.000222222055518755,0.0584806804016957,"INSRR","3645",FALSE
"ENSG00000064270.12",0.570215779159635,0.000229182914392676,0.0584806804016957,"ATP2C2","9914",FALSE
"ENSG00000072201.13",0.570428649773115,0.000227670533020147,0.0584806804016957,"LNX1","84708",FALSE
"ENSG00000104413.15",0.573171227795673,0.000208970124665942,0.0584806804016957,"ESRP1","54845",FALSE
"ENSG00000106537.7",0.569316707731442,0.000235670420198548,0.0584806804016957,"TSPAN13","27075",FALSE
"ENSG00000108797.11",-0.568771028497767,0.000239687754304066,0.0584806804016957,"CNTNAP1","8506",FALSE
"ENSG00000129354.11",0.572048918167286,0.00021644921757862,0.0584806804016957,"AP1M2","10053",FALSE
"ENSG00000136717.14",-0.570802404015073,0.000225036762511542,0.0584806804016957,"BIN1","274",FALSE
"ENSG00000137809.16",-0.569073778463326,0.000237451368328032,0.0584806804016957,"ITGA11","22801",FALSE
"ENSG00000138074.14",0.570723149182313,0.000225592961081668,0.0584806804016957,"SLC5A6","8884",FALSE
"ENSG00000138621.11",0.570204783517991,0.000229261279245448,0.0584806804016957,"PPCDC","60490",FALSE
"ENSG00000157483.8",-0.569656093185859,0.000233202391723919,0.0584806804016957,"MYO1E","4643",FALSE
"ENSG00000165929.12",0.571123448815445,0.000222796278628158,0.0584806804016957,"TC2N","123036",FALSE
"ENSG00000168447.10",0.572545275289736,0.0002131123642157,0.0584806804016957,"SCNN1B","6338",FALSE
"ENSG00000179178.10",0.569215564343675,0.000236410456038561,0.0584806804016957,"TMEM125","128218",FALSE
"ENSG00000186522.14",-0.56874365529849,0.000239890885433515,0.0584806804016957,"SEPT10","151011",FALSE
"ENSG00000186792.15",-0.569801596907582,0.000232151397962885,0.0584806804016957,"HYAL3","8372",FALSE
"ENSG00000188100.8",0.568670219038228,0.000240436604091689,0.0584806804016957,"FAM25A","643161",FALSE
"ENSG00000197822.10",0.57080252539122,0.000225035911655991,0.0584806804016957,"OCLN","100506658",FALSE
"ENSG00000200385.1",0.569068536973952,0.000237489927033487,0.0584806804016957,NA,NA,FALSE
"ENSG00000205488.8",0.572616053282767,0.000212640325303959,0.0584806804016957,NA,NA,FALSE
"ENSG00000228035.1",-0.571184340434188,0.000222373597155708,0.0584806804016957,NA,NA,FALSE
"ENSG00000232682.2",0.572083217955202,0.000216217132137278,0.0584806804016957,NA,NA,FALSE
"ENSG00000234608.7",0.571820342387165,0.000218001564488456,0.0584806804016957,NA,NA,FALSE
"ENSG00000279499.1",-0.570035305735098,0.000230472174021705,0.0584806804016957,NA,NA,FALSE
"ENSG00000282031.1",0.569942161908992,0.000231140112846941,0.0584806804016957,"TMBIM4",NA,FALSE
"ENSG00000282221.1",0.570390151476131,0.000227943386976519,0.0584806804016957,NA,NA,FALSE
"ENSG00000178078.11",0.5683641493114,0.000242723070767841,0.0587194086846266,"STAP2","55620",FALSE
"ENSG00000166250.11",-0.567821288108898,0.000246826454556976,0.0593927806187178,"CLMP","79827",FALSE
"ENSG00000198221.8",0.567498427148831,0.000249296280112019,0.0596680038095771,NA,NA,FALSE
"ENSG00000248698.5",-0.567231260577933,0.000251356776584284,0.0598428617775822,NA,NA,FALSE
"ENSG00000144642.20",-0.566861411025821,0.000254234392992085,0.0598941622066223,"RBMS3","27303",FALSE
"ENSG00000148516.21",-0.566916340058846,0.000253805159368429,0.0598941622066223,"ZEB1","6935",FALSE
"ENSG00000089356.16",0.565224572013554,0.000267327472560496,0.0598948293097314,"FXYD3","5349",FALSE
"ENSG00000115339.13",0.56593741039395,0.000261553011263797,0.0598948293097314,"GALNT3","2591",FALSE
"ENSG00000124507.10",0.565356327086716,0.00026625164445292,0.0598948293097314,"PACSIN1","29993",FALSE
"ENSG00000144283.21",0.565220983914368,0.000267356825080739,0.0598948293097314,"PKP4","8502",FALSE
"ENSG00000162706.12",-0.565197613960278,0.000267548074121742,0.0598948293097314,"CADM3","57863",FALSE
"ENSG00000167183.2",0.565414522615827,0.000265777692836128,0.0598948293097314,"PRR15L","79170",FALSE
"ENSG00000184347.14",-0.56581064697783,0.000262571636068539,0.0598948293097314,"SLIT3","6586",FALSE
"ENSG00000197279.3",0.565302557817674,0.000266690220803526,0.0598948293097314,"ZNF165","7718",FALSE
"ENSG00000241172.3",0.566114211129215,0.000260138216938464,0.0598948293097314,NA,NA,FALSE
"ENSG00000257270.1",0.565592948679606,0.000264329275760256,0.0598948293097314,NA,NA,FALSE
"ENSG00000166908.17",0.56425919194778,0.000275329682829614,0.0613317313776442,"PIP4K2C","79837",FALSE
"ENSG00000081041.8",-0.563939960691817,0.000278022655138547,0.0616265291294048,"CXCL2","2920",FALSE
"ENSG00000132677.12",0.563293353514646,0.000283549691410426,0.0620480041164368,"RHBG","57127",FALSE
"ENSG00000141052.17",-0.562945846986481,0.000286560550872688,0.0620480041164368,"MYOCD","93649",FALSE
"ENSG00000189334.8",0.563163606147131,0.00028467051658142,0.0620480041164368,"S100A14","57402",FALSE
"ENSG00000215845.10",0.562916194634518,0.000286818784723845,0.0620480041164368,"TSTD1","100131187",FALSE
"ENSG00000225526.4",0.563494598380711,0.00028181904920594,0.0620480041164368,"MKRN2OS","100129480",FALSE
"ENSG00000135378.3",0.56256289858524,0.000289911606503706,0.0624169978844367,"PRRG4","79056",FALSE
"ENSG00000174010.9",-0.561863202607444,0.000296125133250373,0.063033178276963,"KLHL15","80311",FALSE
"ENSG00000174807.3",-0.561820692327772,0.000296506450465014,0.063033178276963,"CD248","57124",FALSE
"ENSG00000261183.5",0.561768401161602,0.000296976104956245,0.063033178276963,NA,NA,FALSE
"ENSG00000114948.12",-0.561089638189187,0.000303133133341276,0.0637386990698944,"ADAM23","8745",FALSE
"ENSG00000142227.10",-0.561225882787845,0.000301888180338595,0.0637386990698944,"EMP3","2014",FALSE
"ENSG00000070193.4",-0.560860944008732,0.000305233187475423,0.0638817569154959,"FGF10","2255",FALSE
"ENSG00000102802.9",-0.560192949428034,0.000311442000851695,0.0639906653530763,"MEDAG","84935",FALSE
"ENSG00000133985.2",0.560209215478559,0.000311289480575423,0.0639906653530763,"TTC9","23508",FALSE
"ENSG00000174099.10",-0.560332738625511,0.000310133432005845,0.0639906653530763,"MSRB3","253827",FALSE
"ENSG00000200378.1",0.560386741217616,0.000309629231572142,0.0639906653530763,NA,NA,FALSE
"ENSG00000072832.14",-0.559366840692307,0.000319276569191679,0.0641453339884695,"CRMP1","1400",FALSE
"ENSG00000078114.18",0.559598829256719,0.000317058851489928,0.0641453339884695,"NEBL","10529",FALSE
"ENSG00000132746.14",0.55967266504179,0.000316355907392041,0.0641453339884695,"ALDH3B2","222",FALSE
"ENSG00000166743.9",0.559823885428146,0.000314920582955832,0.0641453339884695,"ACSM1","116285",FALSE
"ENSG00000166819.11",0.559362050615316,0.00031932250624302,0.0641453339884695,"PLIN1","5346",FALSE
"ENSG00000248871.1",-0.559165859670314,0.000321209073349313,0.064237531882218,"TNFSF12-TNFSF13","407977",FALSE
"ENSG00000100311.16",0.558733879542411,0.000325398166532497,0.0647873508825785,"PDGFB","5155",FALSE
"ENSG00000100290.2",0.558003652056898,0.000332590699812337,0.0655819579927084,"BIK","638",FALSE
"ENSG00000110723.11",0.557886119639425,0.000333761548110545,0.0655819579927084,"EXPH5","23086",FALSE
"ENSG00000152766.5",0.557900780118478,0.00033361530071956,0.0655819579927084,"ANKRD22","118932",FALSE
"ENSG00000274654.1",-0.557027933874893,0.000342423027944665,0.0669006811228146,NA,NA,FALSE
"ENSG00000278962.1",-0.556927823656282,0.000343446392856639,0.0669006811228146,NA,NA,FALSE
"ENSG00000168917.8",-0.556762029320618,0.00034514722025164,0.0669421959899269,"SLC35G2","80723",FALSE
"ENSG00000105605.7",-0.555939378561545,0.000353698385434708,0.0680143856812203,"CACNG7","59284",FALSE
"ENSG00000126088.12",-0.556048358527683,0.000352554803706176,0.0680143856812203,"UROD","7389",FALSE
"ENSG00000129353.14",0.55501843176003,0.000363495509638648,0.0691389982664565,"SLC44A2","57153",FALSE
"ENSG00000244541.5",0.554957114632805,0.000364156334625646,0.0691389982664565,NA,NA,FALSE
"ENSG00000273175.1",-0.555216060440451,0.000361372917808179,0.0691389982664565,NA,NA,FALSE
"ENSG00000196189.12",0.554711078760172,0.000366818712272482,0.0693518554459029,"SEMA4A","64218",FALSE
"ENSG00000279495.1",0.554553001337439,0.000368538445833537,0.0693854579379568,NA,NA,FALSE
"ENSG00000173706.12",-0.554332805679762,0.0003709459718593,0.0695477328989704,"HEG1","57493",FALSE
"ENSG00000281041.2",-0.553461131232364,0.000380614982611788,0.071064449678766,NA,NA,FALSE
"ENSG00000261235.1",0.553120130915855,0.000384458349870437,0.0714854230128927,NA,NA,FALSE
"ENSG00000253837.1",-0.552881044722492,0.000387173688272824,0.0716940512395566,NA,NA,FALSE
"ENSG00000261456.5",0.552502845152246,0.000391503941550305,0.0719305230471177,"TUBB8","347688",FALSE
"ENSG00000272121.1",-0.552490340902602,0.000391647846446293,0.0719305230471177,NA,NA,FALSE
"ENSG00000091436.16",-0.55223254218393,0.00039462526171622,0.0721827353717266,"pk","51776",FALSE
"ENSG00000266987.1",0.551885465891978,0.000398665693657723,0.0726265595850872,NA,NA,FALSE
"ENSG00000070759.16",0.550652232021134,0.000413322640022866,0.072952227153272,"TESK2","10420",FALSE
"ENSG00000073350.13",0.551106150708854,0.000407872827206275,0.072952227153272,"LLGL2","3993",FALSE
"ENSG00000101310.14",0.548311314621195,0.000442473238852797,0.072952227153272,"SEC23B","10483",FALSE
"ENSG00000102181.19",-0.548015913997564,0.000446279097661759,0.072952227153272,"CD99L2","83692",FALSE
"ENSG00000103067.11",0.549351218518289,0.000429304680975419,0.072952227153272,"ESRP2","80004",FALSE
"ENSG00000113812.13",-0.549846833949511,0.00042315252059668,0.072952227153272,"ACTR8","93973",FALSE
"ENSG00000115226.9",-0.549877287205233,0.000422777077497559,0.072952227153272,"FNDC4","64838",FALSE
"ENSG00000115616.2",0.551177576969708,0.000407021139030103,0.072952227153272,"SLC9A2","6549",FALSE
"ENSG00000122863.5",-0.549335902764348,0.000429496062689904,0.072952227153272,"CHST3","9469",FALSE
"ENSG00000143375.14",0.549511496434328,0.000427306449080262,0.072952227153272,"CGN","57530",FALSE
"ENSG00000143919.14",0.550203721756344,0.000418771257944567,0.072952227153272,"CAMKMT","79823",FALSE
"ENSG00000154175.16",-0.548102638132162,0.000445158752107801,0.072952227153272,"ABI3BP","25890",FALSE
"ENSG00000157388.13",0.550906340908687,0.00041026381897778,0.072952227153272,"CACNA1D","776",FALSE
"ENSG00000164088.17",-0.54857582640808,0.000439089938994147,0.072952227153272,"PPM1M","132160",FALSE
"ENSG00000165905.16",0.548352553347737,0.000441944240027086,0.072952227153272,"GYLTL1B","120071",FALSE
