"idSample","ZIP","Bliss"
"DCBXTO137",-3.55554128110398,-6.44428329083993
"DCBXTO58",-3.78140578079471,-5.26818622170642
"DCBXTO132",-3.59330999582246,-4.19755361738806
"BXTO143",3.56059356415462,3.26263805543437
"BPTO180",4.53573178556775,3.83124696312473
"DCBPTO66",5.45458840242,3.89862401570022
