"","block_id","conc1","conc2","ZIP_ref","Bliss_ref","Loewe_ref","HSA_ref","response","idSample"
"1",1,0.39,0.78,4.46594436873911,3.17554729594943,16.6092351504481,4.65816755393668,6.75959652563742,"AU565 R1"
"2",1,0.39,1.56,4.49429868725301,-4.09464524416812,16.6092351504481,-1.55505743905854,6.59848697114036,"AU565 R1"
"3",1,0.39,12.5,6.92727595813398,5.53017912645716,16.6092351504481,6.9767441860465,17.4628747548333,"AU565 R1"
"4",1,0.39,25,14.3691299595517,10.0829415781942,16.6092351504481,11.4597926590081,18.2824320537966,"AU565 R1"
"5",1,0.39,3.125,4.60900859933967,5.27408623854695,16.6092351504481,6.72457270944241,-1.93331465396469,"AU565 R1"
"6",1,0.39,50,43.7392592257355,41.9736198143457,53.9764697389476,42.8621462594564,39.1496217427851,"AU565 R1"
"7",1,0.39,6.25,5.07049566641235,2.98347763001676,16.6092351504481,4.46903894648359,4.2168674698795,"AU565 R1"
"8",1,1.56,0.78,19.0290514049022,22.4095398320003,16.6092351504481,18.6186606892687,18.9829083776968,"AU565 R1"
"9",1,1.56,1.56,19.0530834220888,16.5835571494865,16.6092351504481,18.6186606892687,15.5295601008686,"AU565 R1"
"10",1,1.56,12.5,21.1151802966727,24.2964285481569,35.2928524446978,18.6186606892687,10.1499019333147,"AU565 R1"
"11",1,1.56,25,27.4226062069346,27.9447934374024,35.2928524446978,18.6186606892687,33.405715886803,"AU565 R1"
"12",1,1.56,3.125,19.1503070805376,24.0912080231369,16.6092351504481,18.6186606892687,12.8537405435696,"AU565 R1"
"13",1,1.56,50,52.3155850648883,53.5004493725389,72.6600870331974,42.8621462594564,63.1339310731297,"AU565 R1"
"14",1,1.56,6.25,19.5414455634412,22.2556244382353,16.6092351504481,18.6186606892687,10.948444942561,"AU565 R1"
"15",1,25,0.78,93.4064704778359,93.7155600776306,91.3437043274471,93.4085177920986,93.5065844774447,"AU565 R1"
"16",1,25,1.56,93.4084274243401,93.2436845651288,91.3437043274471,93.4085177920986,92.8971700756514,"AU565 R1"
"17",1,25,12.5,93.576345632735,93.8683886438127,91.3437043274471,93.4085177920986,94.7744466237041,"AU565 R1"
"18",1,25,25,94.0899644018091,94.1638879862795,91.3437043274471,93.4085177920986,91.4822079013729,"AU565 R1"
"19",1,25,3.125,93.4163444251083,93.8517668057989,91.3437043274471,93.4085177920986,93.1843653684505,"AU565 R1"
"20",1,25,50,96.1170197079694,96.2337685367154,110.027321621697,93.4085177920986,94.6763799383581,"AU565 R1"
"21",1,25,6.25,93.4481951466205,93.7030936991203,91.3437043274471,93.4085177920986,92.0355841972541,"AU565 R1"
"22",1,6.25,0.78,58.1847269277543,58.4332050193123,53.9764697389476,56.4023536004483,64.4718408517792,"AU565 R1"
"23",1,6.25,1.56,58.1971376179904,55.3121070492687,53.9764697389476,56.4023536004483,58.7069207060801,"AU565 R1"
"24",1,6.25,12.5,59.2620522004209,59.4440498608821,72.6600870331974,56.4023536004483,67.2177080414682,"AU565 R1"
"25",1,6.25,25,62.5193530150556,61.3985534820444,72.6600870331974,56.4023536004483,65.4384981787615,"AU565 R1"
"26",1,6.25,3.125,58.2473461668299,59.3341090321917,53.9764697389476,56.4023536004483,54.8613056878677,"AU565 R1"
"27",1,6.25,50,75.3746637973476,75.0892405659048,91.3437043274471,56.4023536004483,83.363687307369,"AU565 R1"
"28",1,6.25,6.25,58.4493391378332,58.3507493977945,53.9764697389476,56.4023536004483,53.6775007004763,"AU565 R1"
"29",1,0.39,0.78,1.28655991180032,1.01210674758189,1.27459599881083,0.888129091439765,-0.0333569611808286,"AU565 R1"
"30",1,0.39,1.56,1.28691458138015,1.33858124208952,1.27459599881083,0.888129091439765,2.78947587874745,"AU565 R1"
"31",1,0.39,12.5,1.57154776510887,1.28072500255649,4.7106568292532,0.888129091439765,3.19392903306509,"AU565 R1"
"32",1,0.39,25,3.79689736206813,3.15278761030273,8.14671765969557,2.28495184088729,4.83675937122129,"AU565 R1"
"33",1,0.39,3.125,1.29009847218151,0.313699284647884,2.99262641403202,0.888129091439765,2.41004044531543,"AU565 R1"
"34",1,0.39,50,21.3130136457244,20.8113384334807,28.7630826423498,20.1017387316015,39.7114622857858,"AU565 R1"
"35",1,0.39,6.25,1.31849536354729,-0.550011719808996,2.99262641403202,0.888129091439765,4.59492140266022,"AU565 R1"
"36",1,1.56,0.78,12.5512807401142,13.0888795886426,13.3008089053591,12.980027519493,11.1954300963182,"AU565 R1"
"37",1,1.56,1.56,12.5515949364434,13.3755233707366,13.3008089053591,12.980027519493,12.9216528374265,"AU565 R1"
"38",1,1.56,12.5,12.8037470988409,13.3247257384667,18.4549001510227,12.980027519493,15.890422382521,"AU565 R1"
"39",1,1.56,25,14.7751501011648,14.9683919826259,27.0450522271286,12.980027519493,32.381270066297,"AU565 R1"
"40",1,1.56,3.125,12.554415496365,12.4756795990998,13.3008089053591,12.980027519493,13.021723720969,"AU565 R1"
"41",1,1.56,50,30.2924082784135,30.4725550318361,47.6614172097828,20.1017387316015,60.0675478463912,"AU565 R1"
"42",1,1.56,6.25,12.5795718659403,11.7173435173574,15.0188393205803,12.980027519493,15.9071008631114,"AU565 R1"
"43",1,25,0.78,91.2317517710965,91.2797371278686,90.6121775903125,91.2688154109161,91.8900888129091,"AU565 R1"
